"matchup","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"Pistons - Spurs",1522.60717315126,1513.19353730599,1513.53209237805,1438.32575622669,1422.81524429981,1502.51577658805,1526.4535678534,1525.29153462994,1532.29144944423,1511.64139538304,1488.13659916394,1524.95375179272,1512.98681247228,1595.34908787298,1608.24372516183,1560.07151495605,1523.52097211029,1493.16507007941,1488.34674538597,1558.35223258312,1492.47956227222,1524.9551054409,1609.22811663501,1600.48145481532,1556.06778307445,1588.68416141304,1624.34987923575,1650.56328625776,1663.23001279484,1687.38971571053,1646.68578823529,1653.90229191919,1575.58778233761,1499.1096429878,1526.82194937639,1515.22300017045,1549.60801926356,1548.86591018583,1541.80745698136
"Pistons - Wizards",1523.6895377117,1506.42120985674,1529.95751304637,1413.99918297038,1391.59268414634,1496.92967719923,1502.1633554878,1515.56109346431,1533.31717720419,1508.39874359129,1543.45058947241,1560.70804881773,1563.26973503326,1561.35195632473,1501.46897517601,1459.93891558733,1420.04496829268,1363.47074817073,1335.15049146341,1462.88952335725,1555.15128402975,1525.44280731707,1520.57996654545,1479.97308119082,1400.24638719512,1472.27392584836,1529.52559645849,1497.67865034843,1541.13765598842,1596.65555945455,1567.25631395349,1564.66788642677,1450.28530422575,1383.53207134146,1364.5889152439,1355.89789318182,1409.8556597561,1453.84110232101,1472.89686663574
"Pistons - Trailblazers",1534.16268846243,1569.3160117378,1481.63887105452,1448.08457799139,1395.24709433286,1491.45591402439,1510.61349593724,1552.99816781609,1553.12687472527,1531.27998604651,1567.33000693479,1604.76839040421,1597.80957748663,1638.4062409861,1638.88270318746,1598.64404397947,1543.39037155417,1473.08493170732,1451.26114859397,1493.47201616633,1575.60519385191,1537.49962122802,1575.5768789899,1597.30007891357,1539.84966115495,1541.63395598465,1586.27460515265,1565.36735461672,1531.502275832,1522.3888917439,1498.99474512195,1564.38356523774,1551.00497075846,1488.91049071508,1467.70963801275,1452.17632727273,1435.61081890244,1489.71983404144,1512.00459270395
"Pistons - Thunder",1498.48752724534,1495.5359165455,1512.23073644371,1498.54117315816,1392.9379652439,1511.1065849458,1525.22722036876,1525.13950402299,1509.23732428303,1478.52123146625,1542.97830477878,1582.35402640394,1603.59269121212,1592.56083803204,1547.63348535964,1538.25221107111,1553.57429435523,1523.41560067283,1504.08505473625,1573.76791367219,1630.84213990584,1588.43260694592,1549.10376454545,1528.41914572684,1481.92653170732,1543.39176016991,1548.55840987312,1552.68468876307,1596.18475703447,1574.99848991463,1535.6108,1501.19046706701,1425.68860117697,1465.15636060144,1496.15004211628,1528.09059408034,1552.97191990559,1539.2480620623,1494.14035121951
"Pistons - Mavericks",NA,NA,NA,NA,1268.22500670732,1401.66880121951,1477.19476585366,1520.27595935157,1548.00906557628,1528.42537505056,1597.65232902781,1616.75798702742,1582.60777588692,1577.4203945098,1515.11968554187,1435.1094979044,1338.49389573171,1302.2703097561,1367.83684390244,1434.13879835725,1474.99446715027,1420.39851341463,1468.97351354545,1499.8907689957,1515.78655971633,1568.38948637681,1637.8993783571,1614.75000870279,1621.40352590261,1683.81534864286,1654.61413920455,1634.62070963079,1552.79769435035,1499.78540435144,1512.28781488278,1487.32538097403,1453.07840487805,1482.57458106331,1502.79106914073
"Pistons - Pelicans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1473.18468076497,1476.49436547107,1476.27629834674,1468.49367412391,1478.87455819485,1437.29898963415,1443.78911985252,1486.18104043042,1574.22708167681,1546.77781203431,1538.44529854545,1552.44033039672,1508.09316569459,1524.68124326326,1564.20925448232,1563.57809863563,1493.76205753932,1567.19370332927,1532.80895426829,1622.81749533634,1563.42480302727,1434.71274573171,1459.68395676275,1400.70026590909,1418.30941158537,1423.10822378049,1453.46160537436
"Pistons - Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1447.41533015521,1476.31947461741,1463.08588005406,1479.4983708384,1467.56045243902,1458.61994147743,1399.10118231707,1476.88154941176,1613.71695651341,1578.19288470704,1584.85862636364,1564.9307277046,1509.69853409613,1486.32490694592,1502.71381779995,1532.98715308271,1622.9860522401,1652.93455530952,1566.46350232558,1498.68886462799,1492.32684370917,1462.16748939585,1523.06614886337,1528.29199611849,1557.19177829268,1533.65723143233,1448.5993402439
"Pistons - Timberwolves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500.57877522716,1486.04867273699,1434.43657351416,1395.41513170732,1352.32731646341,1314.61041158537,1413.18498006456,1517.08951932387,1503.42839447715,1537.11640954545,1531.53447225718,1499.34172787862,1555.48259245524,1573.49241868687,1623.27268971429,1584.81884351493,1593.37959357317,1530.61237926829,1490.72474023774,1451.91830727453,1351.22172682927,1353.03741158537,1404.68679772727,1423.34234756098,1472.07500304878,1387.80990060976
"Pistons - Magic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1490.3348136418,1470.18250383455,1447.60184119708,1478.08998780488,1471.54611700143,1487.19354867393,1546.71407025657,1570.70993965517,1502.97779268293,1563.14248176768,1527.44970741033,1480.49016508792,1522.22367583418,1541.63882706276,1494.16003144599,1516.83254595395,1551.05952589024,1554.88797790698,1611.43042093764,1591.74560393813,1530.1798961128,1517.5640175582,1470.60704327785,1385.67125914634,1366.93002804878,1373.49464756098
"Pistons - Grizzlies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354.51848494261,1420.48733483319,1403.82084634146,1417.18031454545,1431.83035802009,1412.92320121951,1431.51799536055,1486.055022678,1576.32523106312,1586.52742013149,1625.40504568605,1517.23966036585,1510.61401706701,1433.31654812819,1433.36589878049,1460.23683795892,1482.76464701121,1516.60143530299,1487.1253316251,1513.66980304878
"Pistons - Raptors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1386.93085262554,1486.24699397953,1428.18524573171,1480.03567254545,1520.23058352941,1488.81948449663,1520.0774095952,1491.95365499507,1508.34528449477,1520.66253680761,1549.10840881707,1547.58580227273,1594.65859296412,1495.78882983551,1437.60150914634,1385.29148353659,1374.24842045455,1422.55988170732,1475.66891252398,1489.6507751418
"Pistons - Hornets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1445.49979900274,1522.66308991463,1508.68932987805,1534.5473506036,1491.56019507941,1457.11152816222,1423.23152621951,1334.74399848485,1335.43689634146,1418.51703199092,1431.13196829268
"Suns - Jazz",1476.98984329268,1503.8675077381,1492.34054717123,1482.27759249322,1507.93518315292,1457.33534712935,1484.9999062769,1507.89788981753,1495.50127225703,1464.37343950652,1469.70419390945,1473.46217337398,1567.91573113892,1600.61954819962,1607.96517282775,1602.31915743764,1607.78468762199,1607.15946952085,1634.72739104198,1586.51731722093,1582.76297227857,1627.49059053808,1613.35892265697,1599.39889162685,1595.61408241112,1538.46150385706,1540.15045942398,1473.97605,1536.15909104224,1538.19791773075,1613.90951642229,1630.39036202617,1575.37613779086,1594.09246195652,1539.58208414634,1501.35579844156,1476.84319634146,1467.58774634146,1493.82481890244
"Suns - Sixers",1539.44294626298,1591.0199925207,1570.72759843095,1609.00265944444,1664.61118357601,1608.53248903676,1650.11960386997,1576.790633403,1565.56708349845,1514.59049885833,1486.68294448416,1450.48864268293,1541.22268760951,1596.25579284605,1579.42473602067,1535.04426062331,1525.39564043948,1507.44167412513,1484.94642916225,1408.18308859898,1402.14177592515,1481.49180385706,1538.84789926805,1564.38976608337,1595.57635214839,1532.63717890384,1536.29711947534,1463.81371829268,1545.26740816447,1554.0846530966,1540.87221243116,1559.75353990334,1532.14436801552,1508.26833353659,1519.99257268713,1529.7414268412,1442.57090304878,1413.2471195122,1411.77135304878
"Suns - Spurs",1522.07846114983,1558.29398955628,1580.91287796392,1554.45826091503,1593.02694269663,1549.13995725398,1571.8343741303,1515.82787205593,1493.97696559162,1461.11715233142,1407.65372195122,1408.77538611908,1460.46487494811,1568.08862599823,1621.90279825581,1588.82301669935,1608.28993511075,1618.05049054601,1629.96565442627,1587.48691306876,1429.75827836417,1547.75820746869,1600.36682359899,1624.871470368,1622.52860345165,1590.00818129639,1592.64309520798,1569.49024871421,1674.21820849288,1662.28164901445,1667.72890920304,1646.62638573668,1588.78551652649,1594.9459875,1604.93726827882,1577.19144335227,1561.51264243429,1603.38744738095,1609.03100576185
"Suns - Wizards",1523.16082571027,1551.52166210703,1597.33829863223,1530.13168765873,1561.80438254316,1543.55385786517,1547.54416176471,1506.0974308903,1495.00269335157,1457.87450053967,1462.96771225968,1444.5296831441,1510.74779750908,1534.09149444998,1515.12804826999,1488.69041733062,1504.81393129314,1488.35616863733,1476.76940050371,1492.02420384288,1492.4300001217,1548.24590934487,1511.71867350943,1504.3630967435,1466.70720757232,1473.59794573171,1497.81881243071,1416.60561280488,1552.12585168646,1571.54749275847,1588.29943492123,1557.39198024425,1463.48303841463,1479.36841585366,1442.70423414634,1417.86633636364,1421.76028292683,1508.36263951613,1540.12041541622
"Suns - Trailblazers",1533.633976461,1614.4164639881,1549.01965664039,1564.21708267974,1565.45879272968,1538.08009469033,1555.99430221414,1543.53450524208,1514.81239087266,1480.7557429949,1486.84712972206,1488.59002473057,1545.28763996245,1611.14577911135,1652.54177628144,1627.39554572276,1628.15933455463,1597.97035217391,1592.88005763427,1522.60669665196,1512.88390994387,1560.30272325581,1566.71558595388,1621.69009446625,1606.31048153215,1542.95797586801,1554.56782112487,1484.29431707317,1542.49047153005,1497.28082504782,1520.03786608969,1557.10765905523,1564.20270494734,1584.74683522727,1545.82495691519,1514.14477045455,1447.51544207317,1544.24137123656,1579.22814148444
"Suns - Thunder",1497.9588152439,1540.63636879579,1579.61152202957,1614.67367784651,1563.14966364072,1557.73076561174,1570.60802664566,1515.67584144897,1470.92284043042,1427.99698841463,1462.49542756606,1466.17566073031,1551.07075368794,1565.30037615729,1561.29255845362,1567.00371281441,1638.34325735569,1648.30102113943,1645.70396377654,1602.90259415782,1568.1208559978,1611.23570897371,1540.24247150943,1552.80916127953,1548.38735208451,1544.71578005327,1516.85162584534,1471.61165121951,1607.17295273251,1549.89042321856,1556.65392096774,1493.9145608845,1438.88633536585,1560.99270511364,1574.26536101872,1590.05903726216,1564.87654307632,1593.76959925743,1561.3639
"Suns - Mavericks",NA,NA,NA,NA,1438.43670510414,1448.29298188545,1522.57557213056,1510.81229677756,1509.69458172367,1477.90113199894,1517.16945181509,1500.57962135378,1530.08583836274,1550.15993263505,1528.77875863585,1463.8609996477,1423.26285873217,1427.15573022269,1509.45575294274,1463.27347884288,1412.27318324222,1443.20161544243,1460.11222050943,1524.28078454838,1582.24738009353,1569.71350626016,1606.19259432932,1533.67697115924,1632.39172160065,1658.70728194678,1675.65726017229,1627.34480344828,1565.99542853924,1595.62174886364,1590.40313378522,1549.29382415584,1464.98302804878,1537.09611825843,1570.01461792122
"Suns - Pelicans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1420.66274324079,1449.23390359632,1489.93537144073,1497.24517586721,1563.64352119531,1562.18441010074,1585.40802889282,1515.31572091605,1511.50579776876,1569.5809140621,1529.58400550943,1576.8303459494,1574.55398607179,1526.00526314661,1532.50247045455,1482.50506109208,1504.75025323736,1542.08563663319,1553.85207523603,1615.54158915383,1576.62253721615,1530.5490902439,1537.79927566519,1462.66870909091,1430.2140347561,1477.62976097561,1520.68515415485
"Suns - Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1394.89339263103,1449.05901274266,1476.74495314804,1508.2498725817,1552.32941543948,1583.50536194403,1540.72009135737,1506.0162298974,1550.99567260536,1600.99598673483,1575.99733332762,1589.32074325729,1576.15935447332,1487.64892682927,1471.00703377217,1451.91411553915,1633.97424793814,1627.82648861345,1587.50662329332,1491.41295844547,1505.52457789805,1558.00383390805,1601.18146776581,1590.26043930031,1569.09640146341,1588.17876862745,1515.82288902439
"Suns - Timberwolves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1473.31831335241,1499.70774583097,1463.18807525745,1480.18409470778,1477.21273693001,1456.22932062566,1442.3196605502,1454.36823541582,1526.23149650495,1528.25511650943,1555.92448780986,1565.80254825581,1556.80661233859,1541.78563465909,1542.19965217073,1595.80703921297,1568.27152687709,1551.65550023603,1483.44883405523,1465.11604146341,1447.05807134146,1431.15273048781,1466.65524090909,1435.24697073171,1526.5965402439,1455.03344939024
"Suns - Magic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1463.07435176705,1483.84157692853,1476.35334294038,1562.85895080534,1596.43153746803,1628.81245771423,1575.84875074221,1507.98865574713,1525.78089471072,1554.28118873166,1551.83972296301,1546.95098546512,1523.54769571753,1509.93204303498,1413.08699390244,1527.820741652,1525.95145919417,1575.93109887472,1604.15451475512,1604.94333812701,1626.016240625,1595.67933646064,1532.57548645967,1397.57588231707,1421.4515652439,1440.71819634146
"Suns - Grizzlies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1383.65316542825,1357.76605092515,1426.62394836926,1408.31902150943,1456.22037357277,1479.38402159671,1432.8420152439,1454.34823865022,1495.25219351957,1597.51561582954,1600.29697898997,1538.2827813336,1503.3381108845,1446.51428231707,1529.20224329268,1538.35215686136,1544.73309019303,1528.50605847372,1541.64686882022,1580.89335182927
"Suns - Raptors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1416.06553311117,1423.52571007149,1450.9883477595,1471.17437950943,1544.62059908209,1555.28030487382,1521.40142947855,1460.24687096729,1427.27224695122,1531.65073250566,1524.00034212099,1568.62892324047,1587.38268678161,1508.98656402439,1533.43785365854,1463.40680243902,1436.21686363636,1434.46450487805,1530.1904497191,1556.87432392229
"Suns - Hornets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1456.48799470078,1497.55502321856,1529.73245084579,1527.27144442108,1504.75792926829,1552.94787267442,1501.34684512195,1396.71244166667,1347.3415195122,1473.03856918605,1498.35551707317
"Jazz - Sixers",1514.2767029703,1538.50048478261,1488.64811467435,1494.17982304878,1536.46475774017,1506.90942605375,1552.16958661746,1561.10672423063,1564.6663992849,1546.89503958436,1528.45841034483,1514.27380264228,1544.02008470588,1568.75542165792,1552.65423791819,1537.43948583873,1475.70052523129,1481.98923929816,1499.7679484651,1462.43488837805,1506.77325854854,1537.42740253467,1604.11783890616,1570.79999836957,1609.56129502463,1548.89351690724,1553.99901867205,1487.49287195122,1446.60760126857,1451.33870121951,1498.38988691796,1553.85727894101,1546.61701068443,1512.49539549311,1512.35458732128,1525.95662982821,1484.18521646341,1369.70741585366,1364.16606829268
"Jazz - Spurs",1496.91221785714,1505.77448181818,1498.83339420732,1439.63542451937,1464.88051686078,1447.51689427097,1473.88435687779,1500.14396288356,1493.07628137806,1493.42169305746,1449.42918781189,1472.56054607843,1463.26227204448,1540.58825481009,1595.13230015334,1591.21824191477,1558.59481990255,1592.59805571903,1644.78717372911,1641.73871284783,1534.38976098757,1603.6938061463,1665.63676323709,1631.2817026542,1636.51354632789,1606.2645192998,1610.34499440468,1593.16940237275,1575.55840159698,1559.53569713736,1625.24658368984,1640.73012477434,1603.2581591954,1599.17304945652,1597.29928291297,1573.40664633929,1603.12695584892,1559.84774372242,1561.42572100575
"Jazz - Wizards",1497.99458241758,1499.00215436893,1515.25881487563,1415.30885126307,1433.65795670732,1441.93079488216,1449.5941445122,1490.41352171793,1494.10200913802,1490.1790412657,1504.74317812035,1508.31484310345,1513.54519460545,1506.59112326184,1488.35755016752,1491.08564254604,1455.11881608495,1462.90373381035,1491.59091980656,1546.27600362195,1597.0614827451,1604.18150802248,1576.98861314754,1510.77332902969,1480.69215044856,1489.85428373511,1515.52071162742,1440.28476646341,1453.46604479056,1468.80154088137,1545.81710940803,1551.49571928191,1477.95568108354,1483.59547781018,1435.06624878049,1414.08153935065,1463.37459634146,1464.82293585759,1492.51513066013
"Jazz - Trailblazers",1508.46773316832,1561.89695625,1466.94017288379,1449.39424628407,1437.31236689383,1436.45703170732,1458.04428496163,1527.85059606971,1513.9117066591,1513.06028372093,1528.62259558273,1552.37518468992,1548.08503705882,1583.64540792322,1625.77127817896,1629.79077093818,1578.46421934643,1572.51791734694,1607.70157693712,1576.85849643103,1617.51539256726,1616.23832193342,1631.98552559199,1628.10032675244,1620.29542440838,1559.21431387141,1572.26972032158,1507.97347073171,1443.83066463415,1394.53487317073,1477.5555405765,1551.21139809289,1578.67534761625,1588.97389718379,1538.18697154933,1510.35997344156,1489.1297554878,1500.70166757802,1531.62285672834
"Jazz - Thunder",1472.79257195122,1488.11686105769,1497.53203827297,1499.85084145084,1435.00323780488,1456.10770262873,1472.65800939315,1499.9919322766,1470.02215621686,1460.30152914067,1504.27089342672,1529.96082068966,1553.86815078431,1537.80000496916,1534.52206035114,1569.39893802983,1588.64814214749,1622.84858631246,1660.52548307939,1657.15439393689,1672.75233862119,1667.17130765132,1605.51241114754,1559.21939356572,1562.37229496075,1560.97211805667,1534.55352504205,1495.29080487805,1508.51314583661,1447.14447134146,1514.17159545455,1488.01829992216,1453.35897803476,1565.21976707016,1566.62737565287,1586.27424024917,1606.49085649095,1550.22989559889,1513.7586152439
"Jazz - Mavericks",NA,NA,NA,NA,1310.29027926829,1346.66991890244,1424.62555487805,1495.12838760519,1508.79389751011,1510.20567272497,1558.94491767576,1564.36478131313,1532.88323545911,1522.65956144692,1502.00826053337,1466.25622486312,1373.56774352397,1401.70329539572,1524.27727224558,1517.52527862195,1516.90466586561,1499.13721412004,1525.38216014754,1530.69101683457,1596.23232296977,1585.96984426357,1623.89449352603,1557.35612481777,1533.73191470475,1555.96133006969,1633.17493465909,1621.44854248594,1580.46807120815,1599.84881082016,1582.76514841937,1545.50902714286,1506.59734146341,1493.55641459989,1522.40933316512
"Jazz - Pelicans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1423.46014033716,1421.73353240819,1463.16487333825,1499.64040108263,1513.94840598712,1536.73197527377,1600.22954819567,1569.56752069512,1616.13728039216,1625.51651273971,1594.85394514754,1583.24057823559,1588.53892894803,1542.26160115001,1550.20436965125,1506.18421475062,1406.09044634146,1439.3396847561,1511.36974972284,1609.64532819149,1591.09517988506,1534.77615220042,1530.16129029933,1458.88391207792,1471.82834817073,1434.09005731707,1473.07986939875
"Jazz - Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1397.6907897274,1421.55864155453,1449.97445504556,1510.64509779712,1502.63430023129,1558.05292711705,1555.54161066022,1560.26802967647,1655.62715522876,1656.93158541244,1641.26727296572,1595.73097554348,1590.14429734956,1503.90526483267,1488.70893296888,1475.59326919769,1535.31444104224,1525.08053673635,1545.02429778013,1485.51669748313,1519.99722056696,1562.23089586457,1593.54348239995,1586.47564228732,1610.71071487805,1544.63906496891,1468.21760426829
"Jazz - Timberwolves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1445.81794216428,1472.93724772849,1465.58330047287,1430.48897949958,1451.76030210304,1471.05083992851,1496.57146032927,1558.99971803922,1582.16709518256,1593.52505614754,1562.33472009606,1579.78749113205,1573.062950342,1559.4875338558,1565.87880582927,1497.14723231707,1465.525575,1509.17317472284,1477.55257309289,1479.58868413232,1451.28513329799,1423.51474512195,1462.8704438961,1476.86128414634,1483.05683658537,1407.42816463415
"Jazz - Magic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1435.57398057892,1457.07107882605,1478.7485681558,1513.16383559714,1570.97910264106,1643.63397701707,1630.10055052128,1612.62013837052,1581.71649338833,1619.55112836976,1558.2499552492,1560.93592834135,1539.80403372093,1527.63394223169,1436.76614756098,1429.1609347561,1423.20550731707,1533.44877336152,1598.25825379278,1619.41598079592,1630.24330258152,1588.04135109479,1528.79068944668,1439.19019573171,1377.91186158537,1393.11291158537
"Jazz - Grizzlies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1437.90496520732,1462.39753354854,1482.55954704687,1473.58896114754,1462.63060585896,1493.36896447295,1449.09835324731,1472.05013784693,1518.93134717811,1498.85580893364,1497.55102711288,1495.8004558204,1497.44184992216,1460.98692498598,1533.4293052492,1530.71417149551,1540.94829318004,1570.12037188836,1498.10716516169,1533.28806707317
"Jazz - Raptors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1470.31733289024,1528.15719269488,1506.92394643711,1536.44431914754,1551.03083136829,1569.26524775006,1537.65776748196,1477.948770164,1450.95140060976,1432.99092560976,1421.2543902439,1526.14659772727,1581.48642581927,1523.4592066933,1537.66491561506,1455.76881707317,1432.43206662338,1476.07881829268,1486.65074606056,1509.26903916619
"Jazz - Hornets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1357.82818780488,1394.80907134146,1487.25012533259,1521.37518345874,1519.2305719372,1557.17493463094,1493.7088597561,1392.92764465368,1388.95583292683,1429.49886552751,1450.75023231707
"Sixers - Spurs",1559.36532082744,1592.92696660079,1577.22044546703,1566.36049147059,1621.55651728388,1598.71403617838,1639.00405447085,1569.03670646902,1563.14209261948,1543.63875240926,1466.4079383866,1449.58701538737,1436.56922851506,1536.22449945652,1566.59186334625,1523.94334510043,1476.20577272004,1492.88026032331,1495.00621184938,1463.40448422587,1353.76856463415,1457.69501946529,1591.12573984817,1596.27257711072,1636.47581606516,1600.44019434658,1606.49165445604,1583.00707066543,1584.66671871921,1575.42243250321,1552.20927969871,1570.09330265152,1560.02638942006,1513.34892103659,1577.70977145376,1601.79227473892,1568.85466255624,1505.50711689315,1479.3722551521
"Sixers - Wizards",1560.44768538788,1586.15463915154,1593.64586613535,1542.03391821429,1590.33395713041,1593.12793678957,1614.71384210526,1559.30626530339,1564.16782037944,1540.39610061751,1521.72192869506,1485.34131241239,1486.85215107604,1502.22736790827,1459.81711336043,1423.81074573171,1372.72976890244,1363.18593841463,1341.80995792683,1367.941775,1416.44028639168,1458.18272134146,1502.47758975862,1475.76420348621,1480.65442018583,1484.02995878189,1511.66737167878,1430.1224347561,1462.57436191279,1484.68827624723,1472.7798054169,1480.85889715909,1434.7239113082,1397.77134939024,1415.47673732128,1442.46716775029,1429.10230304878,1410.48230902832,1410.46166480647
"Sixers - Trailblazers",1570.92083613861,1649.04944103261,1545.3272241435,1576.11931323529,1593.98836731693,1587.65417361473,1623.1639825547,1596.74333965517,1583.97751790052,1563.27734307274,1545.60134615744,1529.40165399887,1521.39199352941,1579.28165256965,1597.23084137188,1562.51587412385,1496.07517216393,1472.80012195122,1457.92061505739,1398.52426780908,1436.89419621384,1470.23953525241,1557.47450220307,1593.09120120896,1620.25769414566,1553.38998891819,1568.41638037294,1497.81113902439,1452.93898175638,1410.42160853659,1404.51823658537,1480.57457597007,1535.44357784091,1503.14976876386,1518.59746009013,1538.7456018412,1454.85746219512,1446.36104074875,1449.56939087468
"Sixers - Thunder",1535.24567492152,1575.2693458403,1575.91908953269,1626.57590840206,1591.67923822797,1607.30484453614,1637.77770698622,1568.88467586207,1540.08796745828,1510.51858849248,1521.24964400144,1506.9872899986,1527.1751072549,1533.43624961559,1505.98162354406,1502.12404121549,1506.25909496498,1523.13079091674,1510.74452119966,1478.82016531494,1492.13114226777,1521.17252097031,1531.00138775862,1524.21026802224,1562.33456469803,1555.14779310345,1530.70018509341,1485.12847317073,1517.62146295884,1463.03120670732,1441.13429146341,1417.38147779933,1410.12720825942,1479.39563865022,1547.03786419366,1614.65986864881,1572.21856319827,1495.88926876962,1431.70514939024
"Sixers - Mavericks",NA,NA,NA,NA,1466.96627969139,1497.86706080985,1589.74525247112,1564.02113119065,1578.85970875153,1560.42273207678,1575.92366825047,1541.39125062207,1506.1901919297,1518.29580609335,1473.46782372629,1398.98132804878,1291.17869634146,1301.9855,1374.49631036585,1339.19105,1336.2834695122,1353.13842743902,1450.87113675862,1495.68189129109,1596.19459270704,1580.14551931034,1620.04115357739,1547.19379311046,1542.84023182698,1571.84806543554,1560.13763066796,1550.81172036311,1537.23630143281,1514.02468240022,1563.17563696016,1573.8946555425,1472.32504817073,1439.21578777062,1440.35586731147
"Sixers - Pelicans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1396.76709680775,1417.36977705461,1434.62443653117,1432.36550426829,1431.55935880461,1437.01417987805,1450.44858631594,1391.23329207317,1435.51608403874,1479.5177260587,1520.34292175862,1548.23145269211,1588.5011986853,1536.43727619679,1546.35102970261,1496.0218830433,1415.19876346369,1455.22642012195,1438.33244573171,1539.00850606867,1547.86341010972,1448.95202378049,1510.57177884013,1487.26954047756,1437.55605487805,1379.74943048781,1391.02640354509
"Sixers - Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1370.99774619799,1417.19488620095,1421.43401823848,1443.37020098278,1420.24525304878,1458.33513172133,1405.76064878049,1381.93380105452,1475.00595887534,1510.93279873143,1566.7562495768,1560.72185,1590.10656708683,1498.08093987945,1484.85559302024,1465.43093749037,1544.42275816447,1540.96727210221,1471.986993789,1414.87987536031,1476.76545079162,1476.40676744463,1573.95397094074,1614.86127068696,1576.43842158537,1490.29843813965,1386.16413841463
"Sixers - Timberwolves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1441.45418681071,1444.39681092141,1398.30840365854,1348.09993231707,1352.04250670732,1321.26987804878,1318.23723170732,1378.3785216858,1436.16830850154,1519.01403275862,1527.32559455258,1579.74976086932,1567.23862538878,1555.63419390716,1555.71647412195,1506.2555494393,1481.41231036585,1436.13587073171,1406.91575097007,1436.35691435698,1365.46100487805,1403.92523366274,1491.25607229574,1442.58899085366,1428.7162097561,1325.37469878049
"Sixers - Magic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.21022522534,1428.53064201897,1411.47367134146,1430.77478841463,1471.26130724534,1493.85301513734,1451.76632189933,1431.9989420171,1435.71770670732,1545.04010498084,1523.24082970573,1560.89819807863,1533.97970876771,1523.78060228305,1426.60381585366,1438.26925187833,1439.09224268293,1460.41146937039,1527.62143166996,1576.18421102058,1544.41917416159,1568.45183963558,1557.17631784632,1404.91790243902,1323.5712347561,1311.05944573171
"Sixers - Grizzlies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1259.57073658537,1281.77633719512,1336.56076036585,1399.07793775862,1427.62148031548,1493.33123421022,1443.27402829408,1468.19679789829,1508.76901547079,1507.96412605587,1513.43776247873,1422.76315182927,1426.80502779933,1417.75515521064,1447.60517682927,1511.1246600363,1569.33392157968,1535.84807859568,1443.76653833242,1451.23460121951
"Sixers - Raptors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1291.98310426829,1347.53599634146,1360.9251597561,1461.93329575862,1516.02170582481,1569.22751748734,1531.83344252874,1474.09543021536,1440.78906890244,1442.09924273199,1437.14112560976,1453.10929373614,1510.84960369645,1480.22743691796,1451.84078719512,1436.17930561396,1460.81769502301,1441.806525,1432.3101192313,1427.21557331254
